Артикул,Артикул Каспи,Название,Ссылка,Статус,NTIN,Город,Цена,Цена 1 места,Цена закупа,Автоснижение,Мин.цена,Автоповышение,Макс.цена,Шаг демпинга,Позиция,Остатки,Предзаказ
101405917_4561533,135715988,"Массажер Миостимулятор электрический для пресса и рук пояс вибрационный, пульсирующий, миостимулирующий",https://kaspi.kz/shop/p/massazher-miostimuljator-elektricheskii-dlja-pressa-i-ruk-pojas-vibratsionnyi-pul-sirujuschii-miostimulirujuschii-135715988/,Снято с продажи,,Астана,1983,1901,0,0,2000,0,0,0,0,0,0
106550887_464884949,106550887,TORNADO щетка trn-disk-01 1 шт,https://kaspi.kz/shop/p/tornado-schetka-trn-disk-01-1-sht-106550887/,Снято с продажи,,Астана,720,899,0,1,700,1,0,0,0,0,0
115852007_474959599,115852007,Shine systems щетка SS842 1 шт,https://kaspi.kz/shop/p/shine-systems-schetka-ss842-1-sht-115852007/,Снято с продажи,,Астана,1300,0,0,0,0,0,0,0,0,0,0
115508710_25272782,115508710,Щетка для чистки колес автомобиля комплект 5 шт R953,https://kaspi.kz/shop/p/schetka-dlja-chistki-koles-avtomobilja-komplekt-5-sht-r953-115508710/,Снято с продажи,,Астана,550,0,0,0,0,0,0,0,0,0,0
105707699_74849499,105707699,Lante кисть XC132 5 шт,https://kaspi.kz/shop/p/lante-kist-xc132-5-sht-105707699/,Снято с продажи,,Астана,550,0,0,0,0,0,0,0,0,0,0
123942421_1273738,123942421,Кисть 30328016_100105-1 1 шт,https://kaspi.kz/shop/p/kist-30328016-100105-1-1-sht-123942421/,Снято с продажи,,Астана,250,0,0,0,0,0,0,0,0,0,0
122478476_546432123,122478476,Зажим для простыни Прозрачные 1.6 размер - 12 шт,https://kaspi.kz/shop/p/zazhim-dlja-prostyni-prozrachnye-1-6-razmer---12-sht-122478476/,Опубликовано,,Астана,623,483,0,0,455,0,0,0,0,0,0
112570399_5435312123,112570399,Настольная подставка ПдкБС001 белый,https://kaspi.kz/shop/p/nastol-naja-podstavka-pdkbs001-belyi-112570399/,Снято с продажи,,Астана,2394,2099,0,1,2200,1,0,0,0,0,0
138346457_456123123,138346457,Защитная накладка 221020012,https://kaspi.kz/shop/p/zaschitnaja-nakladka-221020012-138346457/,Снято с продажи,,Астана,340,200,0,0,400,0,0,0,0,0,0
110608493_4553123,110608493,"Набор крючков 304 4 шт, нержавеющая сталь",https://kaspi.kz/shop/p/nabor-krjuchkov-304-4-sht-nerzhavejuschaja-stal--110608493/,Снято с продажи,,Астана,734,1198,0,1,950,0,0,0,1,0,0
102637141_542312313,102637141,"Мельница Grinder-2, металл",https://kaspi.kz/shop/p/mel-nitsa-grinder-2-metall-102637141/,Снято с продажи,,Астана,2295,2444,0,1,2368,1,0,0,0,0,0
108701036_72728828282,108701036,"Pepper Muller MG600A, металл, нержавеющая сталь",https://kaspi.kz/shop/p/pepper-muller-mg600a-metall-nerzhavejuschaja-stal--108701036/,Снято с продажи,,Астана,1423,1488,0,1,1500,1,0,0,0,0,0
108146813_8947456135,108146813,"FIXSEN крючок FX-560A 2 шт, нержавеющая сталь",https://kaspi.kz/shop/p/fixsen-krjuchok-fx-560a-2-sht-nerzhavejuschaja-stal--108146813/,Снято с продажи,,Астана,1000,0,0,0,545,0,0,0,0,0,0
101809603_63738849,101809603,BAHE механическая B1601 серебристый,https://kaspi.kz/shop/p/bahe-mehanicheskaja-b1601-serebristyi-101809603/,Снято с продажи,,Астана,1289,1299,0,1,1204,1,0,0,0,0,0
117000581_8556153132,117000581,"Набор крючков kvdr 2 шт, металл",https://kaspi.kz/shop/p/nabor-krjuchkov-kvdr-2-sht-metall-117000581/,Снято с продажи,,Астана,1000,528,0,0,500,0,0,0,0,0,0
120577415_45153132132,120577415,Диспенсер для напитков KL477563 прозрачный,https://kaspi.kz/shop/p/dispenser-dlja-napitkov-kl477563-prozrachnyi-120577415/,Снято с продажи,,Астана,1058,1065,0,1,1000,1,0,0,0,0,0
112698141_12536454,112698141,"Крючок Bl-1 1 шт, нержавеющая сталь",https://kaspi.kz/shop/p/krjuchok-bl-1-1-sht-nerzhavejuschaja-stal--112698141/,Снято с продажи,,Астана,227,0,0,0,0,0,0,0,0,0,0
134406019_8453123123,134406019,"Насадка для ершика Сменные насадки для бесконтактного ершика, поролон",https://kaspi.kz/shop/p/nasadka-dlja-ershika-smennye-nasadki-dlja-beskontaktnogo-ershika-porolon-134406019/,Снято с продажи,,Астана,1593,2687,0,1,1400,1,0,0,0,0,0
123900431_5414123312,123900431,"J0101Q, металл, стекло",https://kaspi.kz/shop/p/j0101q-metall-steklo-123900431/,Опубликовано,,Астана,2994,2200,0,0,2450,0,0,0,0,0,0
103465832_453521312,103465832,Haiba держатель HB 8704 металл,https://kaspi.kz/shop/p/haiba-derzhatel-hb-8704-metall-103465832/,Снято с продажи,,Астана,1500,2497,0,1,1571,1,0,0,0,0,0
139781518_5123123123,139781518,"Губка Черный 10 шт, поролон, абразив",https://kaspi.kz/shop/p/gubka-chernyi-10-sht-porolon-abraziv-139781518/,Снято с продажи,,Астана,800,1123,0,1,900,1,0,0,0,0,0
121182169_456123123,121182169,"Губка 730006776 10 шт, поролон, абразив",https://kaspi.kz/shop/p/gubka-730006776-10-sht-porolon-abraziv-121182169/,Снято с продажи,,Астана,800,890,0,1,900,1,0,0,0,0,0
107020257_456123123,107020257,"BEROSSI органайзер для специй ИК 16000000, пластик",https://kaspi.kz/shop/p/berossi-organaizer-dlja-spetsii-ik-16000000-plastik-107020257/,Снято с продажи,,Астана,1950,1560,0,1,1940,1,0,0,0,0,0
303508190,145128493,Щетка 0073010 1 шт,https://kaspi.kz/shop/p/schetka-0073010-1-sht-145128493/,Опубликовано,,Астана,1600,0,0,0,0,0,0,0,0,0,0
064039186,145128120,Зеркало с подсветкой на козырек автомобиля,https://kaspi.kz/shop/p/zerkalo-s-podsvetkoi-na-kozyrek-avtomobilja-145128120/,Опубликовано,,Астана,2134,0,0,0,0,0,0,0,0,0,0
120651551_45123123,120651551,942858951 1000 см,https://kaspi.kz/shop/p/942858951-1000-sm-120651551/,Снято с продажи,,Астана,14898,0,0,0,0,0,0,0,0,0,0
110559231_54123213123,110559231,Палочки для воздушных шаров 100 шт,https://kaspi.kz/shop/p/palochki-dlja-vozdushnyh-sharov-100-sht-110559231/,Снято с продажи,,Астана,1589,1596,0,0,1400,0,0,0,0,0,0
118468752_645123132,118468752,Шлейка с поводком 17224275 для прогулки M черный,https://kaspi.kz/shop/p/shleika-s-povodkom-17224275-dlja-progulki-m-chernyi-118468752/,Снято с продажи,,Астана,1183,1895,0,1,525,1,0,0,0,0,0
115431812_1352132123,115431812,Шлейка с поводком 17675141 для прогулки L черный,https://kaspi.kz/shop/p/shleika-s-povodkom-17675141-dlja-progulki-l-chernyi-115431812/,Снято с продажи,,Астана,682,1499,0,1,525,1,0,0,0,0,0
115913818_231231123,115913818,Шлейка с поводком 17675141 для постоянной носки S розовый,https://kaspi.kz/shop/p/shleika-s-povodkom-17675141-dlja-postojannoi-noski-s-rozovyi-115913818/,Снято с продажи,,Астана,1140,1955,0,1,525,1,0,0,0,0,0
106523120_5431123213,106523120,Термометр электронный 56765667TM 1 шт,https://kaspi.kz/shop/p/termometr-elektronnyi-56765667tm-1-sht-106523120/,Опубликовано,,Астана,608,505,0,0,506,0,0,0,0,0,0
112907807_45123123,112907807,Форма для варки яиц пашот 383380 5 шт,https://kaspi.kz/shop/p/forma-dlja-varki-jaits-pashot-383380-5-sht-112907807/,Опубликовано,,Астана,1200,1149,0,0,900,0,0,0,0,0,0
115431852_123123123,115431852,Шлейка с поводком 17675141 для прогулки M черный,https://kaspi.kz/shop/p/shleika-s-povodkom-17675141-dlja-progulki-m-chernyi-115431852/,Снято с продажи,,Астана,848,1974,0,1,525,1,0,0,0,0,0
115913831_23123123,115913831,Шлейка с поводком 17675141 для постоянной носки M розовый,https://kaspi.kz/shop/p/shleika-s-povodkom-17675141-dlja-postojannoi-noski-m-rozovyi-115913831/,Снято с продажи,,Астана,721,873,0,1,525,1,0,0,0,0,0
118469007_231123123,118469007,Шлейка с поводком 17224275 для прогулки L черный,https://kaspi.kz/shop/p/shleika-s-povodkom-17224275-dlja-progulki-l-chernyi-118469007/,Снято с продажи,,Астана,998,1749,0,1,525,1,0,0,0,0,0
115431883_453123132,115431883,Шлейка с поводком 17675141 для прогулки S черный,https://kaspi.kz/shop/p/shleika-s-povodkom-17675141-dlja-progulki-s-chernyi-115431883/,Снято с продажи,,Астана,685,872,0,1,525,1,0,0,0,0,0
118469481_512321313,118469481,Шлейка с поводком 17224275 для прогулки S черный,https://kaspi.kz/shop/p/shleika-s-povodkom-17224275-dlja-progulki-s-chernyi-118469481/,Снято с продажи,,Астана,1199,1200,0,1,525,1,0,0,0,0,0
119220282_1356487956340,145145630,Набор 30397554_832262553 4 шт,https://kaspi.kz/shop/p/nabor-30397554-832262553-4-sht-145145630/,Снято с продажи,,Астана,1500,0,0,0,0,0,0,0,0,0,0
121702297_118286191,121900526,со встроенным резаком серый,https://kaspi.kz/shop/p/so-vstroennym-rezakom-seryi-121900526/,Снято с продажи,,Астана,6500,3399,0,1,6500,1,0,0,0,0,0
130960404_453132132,130960404,Rolltrain2,https://kaspi.kz/shop/p/rolltrain2-130960404/,Снято с продажи,,Астана,4299,0,0,0,0,0,0,0,0,0,0
080301435,123397465,Игровой центр Динозавры 30105439_080301435 пластик мультиколор,https://kaspi.kz/shop/p/igrovoi-tsentr-dinozavry-30105439-080301435-plastik-mul-tikolor-123397465/,Снято с продажи,,Астана,3500,0,0,0,0,0,0,0,0,0,0
115913849_123213132,115913849,Шлейка с поводком 17675141 для постоянной носки S красный,https://kaspi.kz/shop/p/shleika-s-povodkom-17675141-dlja-postojannoi-noski-s-krasnyi-115913849/,Снято с продажи,,Астана,1953,1299,0,1,525,1,0,0,0,0,0
135119919_838939393,135119919,"Форма для аэрогриля серая, силикон",https://kaspi.kz/shop/p/forma-dlja-aerogrilja-seraja-silikon-135119919/,Опубликовано,,Астана,938,939,0,0,1200,0,0,0,0,0,0
138628952_35132132,138628952,Зажим 4825 4 шт,https://kaspi.kz/shop/p/zazhim-4825-4-sht-138628952/,Опубликовано,,Астана,490,0,0,0,0,0,0,0,0,0,0
128297075_231123132,128297075,Клипса Mono 8 шт,https://kaspi.kz/shop/p/klipsa-mono-8-sht-128297075/,Опубликовано,,Астана,1251,1251,0,0,1200,0,0,0,0,0,0
135119742_31123123,135119742,"Форма для аэрогриля белый, силикон",https://kaspi.kz/shop/p/forma-dlja-aerogrilja-belyi-silikon-135119742/,Опубликовано,,Астана,938,1122,0,0,1100,0,0,0,0,0,0
114870567_5135123,114870567,Ростомер животные BR64322,https://kaspi.kz/shop/p/rostomer-zhivotnye-br64322-114870567/,Снято с продажи,,Астана,2489,2498,0,1,1250,1,0,0,0,0,0
106359065_12312123,106359065,"Корзина 726406 50x30x58 см, дерево",https://kaspi.kz/shop/p/korzina-726406-50x30x58-sm-derevo-106359065/,Снято с продажи,,Астана,3999,4498,0,0,4700,0,0,0,0,0,0
139927887_902382828,139927887,A Jewels 12312 6 см,https://kaspi.kz/shop/p/a-jewels-12312-6-sm-139927887/,Снято с продажи,,Астана,4999,0,0,0,0,0,0,0,0,0,0
164333186,145816124,"Корзина Модель 35x42x58 см, дерево",https://kaspi.kz/shop/p/korzina-model-35x42x58-sm-derevo-145816124/,Опубликовано,,Астана,4500,4997,0,0,4950,0,0,0,0,0,0
121969954_258282535,121969954,Mountain баф для ногтей 100180 50 шт,https://kaspi.kz/shop/p/mountain-baf-dlja-nogtei-100-180-50-sht-121969954/,Снято с продажи,,Астана,869,882,0,0,888,0,0,0,0,0,0
116219277_890446848,116219277,Баф для ногтей Кубик розовый 100/180 50 шт,https://kaspi.kz/shop/p/baf-dlja-nogtei-kubik-rozovyi-100-180-50-sht-116219277/,Снято с продажи,,Астана,869,1149,0,0,1000,0,0,0,0,0,0
130021953_178716013,130021953,BAFFIN баф для ногтей кубик 100/180 10 шт,https://kaspi.kz/shop/p/baffin-baf-dlja-nogtei-kubik-100-180-10-sht-130021953/,Снято с продажи,,Астана,192,0,0,0,0,0,0,0,0,0,0
987297219,145838105,Уличный светильник гирлянда 3 метра,https://kaspi.kz/shop/p/ulichnyi-svetil-nik-girljanda-3-metra-145838105/,Снято с продажи,,Астана,4999,0,0,0,0,0,0,0,0,0,0
106593285_8892093092,106593285,Тренажер для растяжки 77x77 см розовый,https://kaspi.kz/shop/p/trenazher-dlja-rastjazhki-77x77-sm-rozovyi-106593285/,Снято с продажи,,Астана,2299,2300,0,0,2300,0,0,0,0,0,0
115139829_19881289,115139829,"Корректор для осанки, палочка для йоги",https://kaspi.kz/shop/p/korrektor-dlja-osanki-palochka-dlja-iogi-115139829/,Снято с продажи,,Алматы,1800,1649,0,1,1900,1,0,0,0,0,0
118906189_32002939,118906189,Тренажер для растяжки 77x77 см голубой,https://kaspi.kz/shop/p/trenazher-dlja-rastjazhki-77x77-sm-goluboi-118906189/,Снято с продажи,,Алматы,1800,1800,0,1,1900,1,0,0,0,0,0
145493627_5644312123,145493627,Держатель для очков Toyota-black черный 7 см,https://kaspi.kz/shop/p/derzhatel-dlja-ochkov-toyota-black-chernyi-7-sm-145493627/,Снято с продажи,,Астана,2900,0,0,0,0,0,0,0,0,0,0
117313531_3512312,117313531,"Щетка для тела, универсальное серый, черный 1 шт",https://kaspi.kz/shop/p/schetka-dlja-tela-universal-noe-seryi-chernyi-1-sht-117313531/,Снято с продажи,,Астана,750,0,0,0,0,0,0,0,0,0,0
117348303_5123123123,117348303,Гольфы 669216698 черный Стандарт,https://kaspi.kz/shop/p/gol-fy-669216698-chernyi-standart-117348303/,Снято с продажи,,Астана,319,380,0,0,270,0,0,0,0,0,0
112846049_456123123,112846049,"Щетка для тела, универсальное голубой 1 шт",https://kaspi.kz/shop/p/schetka-dlja-tela-universal-noe-goluboi-1-sht-112846049/,Снято с продажи,,Астана,1192,972,0,0,800,0,0,0,0,0,0
119220282_1356487956341,138237307,Держатель для очков 536904131 черный 7 см,https://kaspi.kz/shop/p/derzhatel-dlja-ochkov-536904131-chernyi-7-sm-138237307/,Снято с продажи,,Астана,1376,899,0,0,900,0,0,0,0,0,0
132452764_546153123,132452764,Аудио открытка кассета 1 шт,https://kaspi.kz/shop/p/audio-otkrytka-kasseta-1-sht-132452764/,Снято с продажи,,Астана,1150,1800,0,0,1175,0,0,0,0,0,0
142845353_54445615,142845353,Гольфы Home baby 22072025 белый 30-36,https://kaspi.kz/shop/p/gol-fy-home-baby-22072025-belyi-30-36-142845353/,Опубликовано,,Астана,700,0,0,0,0,0,0,0,0,0,0
124208362_86413513,124208362,Переходник 30052148_00001 1 шт,https://kaspi.kz/shop/p/perehodnik-30052148-00001-1-sht-124208362/,Опубликовано,,Астана,295,349,0,0,335,0,0,0,0,0,0
135459804_86545153,135459804,Тренажер для растяжки 5x11 см розовый,https://kaspi.kz/shop/p/trenazher-dlja-rastjazhki-5x11-sm-rozovyi-135459804/,Опубликовано,,Астана,650,757,0,0,700,0,0,0,0,0,0
